cow_id,rfid_tag,breed,date_of_birth,acquisition_date,farm_code,region,health_status,feed_program,weight_kg,lactation_number,avg_daily_yield_liters,is_pregnant,vaccination_status,last_vet_check,milk_fat_pct,milk_protein_pct,somatic_cell_count,is_active,notes
2022699,RF405615862,Holstein,2021-09-11,2024-10-27,FARM-002,Bali,Fair,Standard Mix,532.6,3,20.17,Yes,Up-to-date,2023-02-01,5.3,3.45,353290,Yes,Recovering
5102892,RF344156286,Guernsey,2014-07-19,2018-10-21,FARM-024,West Java,Excellent,Standard Mix,397.3,3,22.9,No,Up-to-date,2023-08-09,4.98,3.93,61674,No,High performer
4250925,RF290562978,Ayrshire,2012-11-01,2014-03-26,FARM-017,West Java,Poor,Premium Silage,456.2,5,9.19,Yes,Overdue,2024-08-03,3.95,3.65,54256,Yes,Low yield alert
9919792,RF604396013,Guernsey,2015-02-04,2017-06-30,FARM-010,West Java,Good,Hay-Based,383.4,2,22.41,No,Partial,2023-04-10,3.64,3.96,616231,Yes,High performer
2743602,RF885116420,Jersey,2015-11-11,2020-11-18,FARM-013,Central Java,Fair,Concentrate Rich,398.2,4,18.66,No,Up-to-date,2024-12-25,5.57,3.14,718079,Yes,None
2940214,RF884420118,Ayrshire,2018-02-11,2019-10-06,FARM-019,Bali,Fair,Organic Blend,396.5,3,26.14,No,Up-to-date,2024-04-08,3.42,3.88,131957,No,High performer
2186553,RF307796896,Brown Swiss,2013-12-06,2014-09-30,FARM-022,Central Java,Excellent,Concentrate Rich,396.9,2,18.02,No,Partial,2023-04-21,4.31,3.83,80624,Yes,Excellent genetics
7658817,RF770079152,Holstein,2012-04-20,2016-09-09,FARM-032,Yogyakarta,Excellent,Hay-Based,541.9,4,23.56,Yes,Up-to-date,2024-01-21,3.67,3.97,731100,Yes,Low yield alert
7167297,RF571919441,Brown Swiss,2016-06-16,2019-03-12,FARM-034,Central Java,Excellent,Premium Silage,458.4,3,29.13,Yes,Partial,2023-06-18,5.59,3.17,235784,Yes,Excellent genetics
1236293,RF103095510,Holstein,2017-02-10,2020-11-17,FARM-010,Yogyakarta,Excellent,Standard Mix,642.6,3,33.39,No,Overdue,2023-01-31,5.67,3.16,727572,Yes,Excellent genetics
5659980,RF488884236,Holstein,2016-10-08,2019-03-31,FARM-038,Central Java,Excellent,Concentrate Rich,549.8,4,25.47,No,Up-to-date,2023-03-13,4.98,3.77,790281,Yes,None
2743629,RF209294750,Ayrshire,2018-07-25,2023-12-19,FARM-020,Yogyakarta,Excellent,Hay-Based,544.4,3,20.99,Yes,Up-to-date,2024-10-17,5.02,4.09,528655,Yes,Low yield alert
6675793,RF129008353,Milking Shorthorn,2015-06-10,2020-11-10,FARM-007,Central Java,Excellent,Pasture-Fed,470.1,3,26.22,Yes,Up-to-date,2023-02-02,5.39,2.89,350348,Yes,High performer
1269080,RF492265395,Ayrshire,2016-04-11,2017-07-12,FARM-026,North Sumatra,Good,Pasture-Fed,389.7,1,19.28,Yes,Partial,2024-10-13,3.89,4.04,290636,Yes,None
2514267,RF962179208,Holstein,2014-12-09,2016-04-03,FARM-030,Central Java,Good,Hay-Based,488.5,1,26.51,No,Up-to-date,2023-03-06,4.92,2.99,264452,Yes,Excellent genetics
8183134,RF857476948,Jersey,2019-04-22,2020-04-03,FARM-012,North Sumatra,Excellent,Standard Mix,434.0,3,21.02,Yes,Up-to-date,2023-10-08,5.05,3.69,344204,Yes,Low yield alert
3169632,RF629186583,Holstein,2018-09-04,2021-01-02,FARM-007,Central Java,Good,Hay-Based,570.6,3,32.99,No,Overdue,2024-06-02,3.46,3.58,278952,Yes,Recovering
6413664,RF616244017,Holstein,2013-03-18,2016-04-28,FARM-030,South Sulawesi,Excellent,Organic Blend,513.7,6,27.51,No,Overdue,2023-05-23,3.95,2.85,617185,Yes,Excellent genetics
9264480,RF205489188,Brown Swiss,2012-04-07,2014-10-31,FARM-040,South Sulawesi,Excellent,Concentrate Rich,368.4,1,21.95,Yes,Up-to-date,2023-07-14,4.13,3.78,260101,No,Low yield alert
3005795,RF987595647,Holstein,2013-03-27,2015-09-11,FARM-037,North Sumatra,Poor,Pasture-Fed,536.3,3,30.95,No,Up-to-date,2023-06-04,4.43,4.13,239319,Yes,Recovering
7724393,RF958518625,Holstein,2017-04-16,2019-11-24,FARM-040,East Java,Under Treatment,Premium Silage,642.9,4,24.68,No,Overdue,2023-07-30,5.57,3.31,428457,Yes,None
2415979,RF155758268,Holstein,2014-05-04,2019-06-08,FARM-003,East Java,Excellent,Pasture-Fed,620.6,4,37.25,No,Up-to-date,2023-05-27,3.51,2.82,390085,Yes,High performer
4906349,RF591445907,Guernsey,2019-10-30,2022-01-02,FARM-004,West Java,Good,Hay-Based,384.2,3,17.25,No,Up-to-date,2023-05-15,5.16,4.16,414209,Yes,Excellent genetics
8445293,RF237376188,Holstein,2015-07-30,2016-04-01,FARM-010,North Sumatra,Good,Standard Mix,575.1,5,23.74,No,Up-to-date,2023-07-18,3.37,3.12,504604,Yes,None
4971899,RF988645065,Holstein,2017-05-30,2019-10-28,FARM-022,West Java,Under Treatment,Organic Blend,579.0,4,25.21,Yes,Up-to-date,2024-01-30,5.7,3.87,307032,Yes,Monitor closely
4185480,RF887569943,Jersey,2018-07-04,2021-12-07,FARM-009,Central Java,Good,Standard Mix,366.9,2,19.74,No,Up-to-date,2024-09-13,4.14,3.31,195325,Yes,Excellent genetics
6446473,RF239683100,Guernsey,2017-12-21,2022-03-17,FARM-023,West Java,Excellent,Standard Mix,435.3,4,16.23,Yes,Up-to-date,2024-02-02,5.68,4.07,103657,Yes,Excellent genetics
5528972,RF250542068,Brown Swiss,2015-06-26,2018-02-14,FARM-031,West Java,Fair,Organic Blend,480.2,1,23.36,No,Up-to-date,2024-09-25,3.86,3.86,308073,No,None
2776460,RF401016060,Brown Swiss,2017-07-14,2020-05-03,FARM-037,East Java,Good,Standard Mix,396.8,2,21.57,No,Up-to-date,2023-06-23,4.04,3.35,438302,Yes,Recovering
9788815,RF580401011,Jersey,2016-10-17,2017-05-11,FARM-019,West Java,Poor,Standard Mix,456.0,2,22.23,No,Up-to-date,2023-10-11,4.17,3.28,491708,Yes,High performer
4447632,RF727237815,Jersey,2016-03-10,2019-10-09,FARM-035,Central Java,Excellent,Pasture-Fed,507.4,4,17.94,Yes,Up-to-date,2024-03-18,4.27,3.17,328789,Yes,Monitor closely
3497360,RF749499729,Holstein,2017-08-26,2021-06-19,FARM-008,West Java,Poor,Standard Mix,563.8,2,22.34,No,Up-to-date,2023-12-02,3.26,3.03,487522,Yes,High performer
7855503,RF882174088,Brown Swiss,2018-08-07,2021-08-06,FARM-018,South Sulawesi,Good,Hay-Based,461.3,4,14.9,No,Up-to-date,2024-10-08,3.68,3.55,794097,Yes,Excellent genetics
9690512,RF841820441,Jersey,2012-03-11,2015-06-30,FARM-002,South Sulawesi,Fair,Standard Mix,430.1,2,18.89,No,Overdue,2024-09-23,4.28,3.03,199334,Yes,Excellent genetics
2416021,RF972161872,Holstein,2013-04-19,2014-03-30,FARM-001,Central Java,Good,Standard Mix,501.6,1,29.29,No,Up-to-date,2024-09-06,4.71,3.74,592764,Yes,Low yield alert
3071382,RF373626788,Holstein,2012-01-27,2015-04-20,FARM-003,Bali,Good,Pasture-Fed,592.4,3,26.41,Yes,Overdue,2023-03-31,3.85,3.86,424648,Yes,Low yield alert
9002392,RF275305261,Normande,2020-04-04,2023-09-22,FARM-023,West Java,Good,Concentrate Rich,438.8,2,14.4,No,Up-to-date,2024-04-08,3.76,3.58,314786,Yes,None
1564059,RF668650923,Guernsey,2019-08-23,2022-02-09,FARM-016,Bali,Under Treatment,Hay-Based,354.3,4,17.45,No,Overdue,2024-12-23,4.43,3.17,353930,Yes,Recovering
9723295,RF205379370,Holstein,2012-09-22,2016-10-23,FARM-023,Central Java,Good,Concentrate Rich,496.2,3,31.53,No,Up-to-date,2023-05-21,3.78,3.09,160209,Yes,Monitor closely
3202464,RF626189065,Guernsey,2019-12-07,2021-01-29,FARM-017,West Java,Good,Concentrate Rich,451.2,3,14.76,Yes,Overdue,2023-10-27,4.28,3.1,159297,Yes,Low yield alert
5528994,RF746536261,Guernsey,2021-05-06,2024-05-08,FARM-022,East Java,Good,Standard Mix,537.7,1,20.18,No,Overdue,2023-04-27,5.01,3.81,194721,Yes,Recovering
3595683,RF948005301,Brown Swiss,2015-02-27,2018-01-19,FARM-021,West Java,Fair,Standard Mix,440.5,2,19.0,No,Up-to-date,2024-01-13,3.46,2.81,186748,No,Excellent genetics
1957285,RF449399026,Guernsey,2021-02-14,2024-02-09,FARM-023,East Java,Excellent,Concentrate Rich,446.8,1,24.97,No,Up-to-date,2024-05-19,4.41,2.82,396717,Yes,None
3923366,RF616937903,Guernsey,2013-03-22,2017-09-14,FARM-039,Yogyakarta,Good,Concentrate Rich,507.7,4,16.23,Yes,Up-to-date,2023-12-06,4.89,4.08,746476,Yes,Low yield alert
9199017,RF601522004,Jersey,2020-07-30,2023-03-30,FARM-038,West Java,Good,Standard Mix,419.4,3,24.25,Yes,Up-to-date,2023-08-16,3.97,4.13,155739,Yes,Low yield alert
6053293,RF128300132,Guernsey,2017-01-08,2020-10-13,FARM-013,West Java,Excellent,Hay-Based,437.2,2,15.54,Yes,Up-to-date,2024-12-17,4.73,4.04,103445,Yes,Recovering
2809265,RF232063731,Jersey,2014-07-07,2016-10-04,FARM-031,East Java,Excellent,Hay-Based,378.6,4,22.72,No,Up-to-date,2024-03-12,5.19,3.69,631027,Yes,None
3759542,RF177619410,Holstein,2020-07-08,2024-03-21,FARM-021,Central Java,Good,Standard Mix,528.6,4,26.65,Yes,Up-to-date,2023-04-10,3.94,4.03,247377,Yes,None
4382135,RF584521775,Milking Shorthorn,2016-04-01,2020-01-03,FARM-021,South Sulawesi,Excellent,Standard Mix,375.3,1,27.16,Yes,Up-to-date,2024-05-30,5.27,4.18,400606,Yes,None
9952696,RF646772232,Brown Swiss,2021-05-11,2024-03-15,FARM-012,Yogyakarta,Excellent,Hay-Based,426.7,3,20.84,No,Up-to-date,2023-12-04,3.51,4.16,208878,Yes,Recovering
8609207,RF351057317,Milking Shorthorn,2017-10-12,2022-01-04,FARM-037,North Sumatra,Poor,Organic Blend,423.0,3,11.86,Yes,Up-to-date,2024-02-22,4.51,3.34,247809,No,Low yield alert
8478135,RF442179584,Holstein,2018-11-05,2020-12-11,FARM-015,Yogyakarta,Good,Pasture-Fed,566.0,1,25.61,No,Up-to-date,2023-09-08,5.63,3.18,555667,Yes,Low yield alert
8379837,RF485813881,Holstein,2015-01-23,2016-08-10,FARM-009,Bali,Excellent,Organic Blend,525.2,2,22.8,No,Up-to-date,2023-01-08,3.82,4.15,723438,Yes,Low yield alert
8740286,RF881007271,Normande,2016-04-13,2018-02-20,FARM-031,West Java,Good,Premium Silage,528.7,1,12.14,No,Overdue,2024-02-28,3.25,2.89,465066,Yes,None
2088389,RF585351755,Holstein,2019-07-05,2022-08-17,FARM-036,Central Java,Good,Concentrate Rich,618.9,1,30.65,Yes,Up-to-date,2024-11-05,5.68,3.27,453985,Yes,Monitor closely
5791184,RF524303039,Jersey,2019-03-25,2023-06-15,FARM-021,East Java,Fair,Concentrate Rich,358.7,1,16.25,Yes,Up-to-date,2024-01-16,5.15,3.67,228012,Yes,Monitor closely
2317776,RF940809089,Guernsey,2021-09-23,2022-07-11,FARM-033,West Java,Excellent,Organic Blend,391.3,2,18.95,Yes,Up-to-date,2023-01-10,4.74,3.36,731968,Yes,Recovering
7691735,RF293796714,Jersey,2016-08-30,2019-03-04,FARM-001,Bali,Good,Premium Silage,400.3,3,15.18,No,Up-to-date,2023-11-22,3.44,3.75,593506,Yes,High performer
9723352,RF822128457,Holstein,2012-06-07,2015-11-07,FARM-025,West Java,Fair,Hay-Based,529.5,2,22.28,No,Up-to-date,2023-03-05,4.3,4.0,263557,Yes,High performer
4972005,RF566791633,Holstein,2018-05-03,2022-11-28,FARM-004,East Java,Good,Organic Blend,338.4,4,34.99,No,Up-to-date,2024-05-10,4.65,3.53,481813,Yes,Monitor closely
6249960,RF814143591,Brown Swiss,2021-09-13,2024-09-26,FARM-040,Bali,Fair,Premium Silage,471.0,5,23.06,No,Partial,2023-05-06,5.79,3.45,74443,Yes,Recovering
8216043,RF765249538,Ayrshire,2015-07-19,2019-07-15,FARM-025,Central Java,Good,Concentrate Rich,436.2,5,18.96,Yes,Up-to-date,2024-03-10,5.44,3.38,288536,No,Low yield alert
6905327,RF287579818,Holstein,2021-12-15,2023-06-06,FARM-004,Bali,Good,Standard Mix,486.6,2,22.32,No,Overdue,2023-11-04,3.28,3.55,523986,No,Low yield alert
1072627,RF323396026,Brown Swiss,2014-04-01,2016-07-31,FARM-010,West Java,Excellent,Pasture-Fed,392.9,2,21.63,Yes,Up-to-date,2024-01-28,3.54,3.45,460418,Yes,Recovering
2776570,RF371083553,Milking Shorthorn,2015-03-17,2020-07-06,FARM-029,West Java,Excellent,Standard Mix,462.8,4,19.04,Yes,Up-to-date,2024-09-11,3.49,4.15,745760,No,Low yield alert
9821696,RF294454401,Ayrshire,2018-06-18,2020-12-23,FARM-006,Central Java,Good,Concentrate Rich,354.4,6,10.87,No,Up-to-date,2024-06-25,4.85,3.29,774135,Yes,Low yield alert
5692934,RF299875460,Ayrshire,2020-01-13,2023-08-03,FARM-033,Yogyakarta,Good,Standard Mix,451.7,6,22.03,Yes,Partial,2023-07-16,5.35,3.23,793348,Yes,None
5594635,RF124512275,Holstein,2020-10-14,2024-06-17,FARM-034,West Java,Excellent,Pasture-Fed,472.6,6,22.57,Yes,Up-to-date,2024-05-01,3.8,3.75,411879,Yes,High performer
4349462,RF979654838,Holstein,2013-07-13,2015-05-05,FARM-015,West Java,Excellent,Organic Blend,596.5,1,32.31,No,Up-to-date,2023-11-07,5.27,3.7,727412,Yes,Recovering
9428504,RF964331088,Guernsey,2018-07-18,2022-12-21,FARM-021,South Sulawesi,Excellent,Standard Mix,343.3,4,25.54,No,Up-to-date,2023-09-12,4.11,3.14,325516,Yes,None
1760793,RF976548644,Ayrshire,2018-09-23,2023-08-01,FARM-037,Central Java,Fair,Standard Mix,497.8,5,25.72,No,Up-to-date,2023-11-03,5.34,3.94,552918,Yes,Excellent genetics
4939290,RF944878287,Holstein,2015-07-21,2018-10-31,FARM-036,Central Java,Good,Concentrate Rich,560.5,3,25.15,No,Up-to-date,2023-12-31,4.32,3.07,379347,Yes,None
5922335,RF619632118,Holstein,2019-01-18,2020-03-06,FARM-004,South Sulawesi,Under Treatment,Premium Silage,463.3,1,25.97,Yes,Up-to-date,2023-01-13,4.73,3.31,178962,Yes,High performer
5135904,RF216301050,Holstein,2021-01-11,2024-07-15,FARM-028,West Java,Good,Standard Mix,528.8,4,21.31,No,Up-to-date,2024-11-25,3.22,3.92,664702,No,Recovering
6381096,RF915794377,Holstein,2019-10-23,2021-05-31,FARM-027,South Sulawesi,Excellent,Pasture-Fed,647.6,5,28.62,No,Overdue,2023-11-25,4.03,3.56,193888,Yes,Monitor closely
7724584,RF353613517,Jersey,2017-12-07,2021-10-08,FARM-021,West Java,Good,Pasture-Fed,287.5,4,17.74,No,Overdue,2024-11-29,4.5,3.88,788156,Yes,Low yield alert
1662507,RF559913911,Milking Shorthorn,2020-04-17,2022-11-15,FARM-011,Yogyakarta,Good,Organic Blend,521.7,2,18.75,Yes,Up-to-date,2023-04-19,3.98,3.46,76884,Yes,High performer
5332524,RF686235639,Jersey,2014-10-05,2018-05-23,FARM-010,Yogyakarta,Good,Organic Blend,419.1,1,23.08,No,Overdue,2023-02-15,3.36,3.24,258480,Yes,None
4841005,RF149141181,Holstein,2018-10-12,2023-11-04,FARM-001,West Java,Under Treatment,Premium Silage,530.5,2,23.37,Yes,Up-to-date,2024-09-22,3.3,4.14,637992,No,None
1498677,RF863649609,Brown Swiss,2021-03-12,2022-09-06,FARM-004,Yogyakarta,Excellent,Concentrate Rich,391.2,5,24.47,Yes,Overdue,2024-04-06,3.96,3.34,787588,Yes,Excellent genetics
5299767,RF428892737,Holstein,2015-10-19,2020-08-20,FARM-033,Bali,Good,Premium Silage,557.8,3,27.21,No,Up-to-date,2023-01-31,4.85,3.48,429529,No,Excellent genetics
6512184,RF784826360,Holstein,2020-10-28,2023-08-06,FARM-032,West Java,Good,Concentrate Rich,582.4,1,31.9,No,Up-to-date,2024-10-23,5.45,3.95,307736,Yes,Monitor closely
7298619,RF653960176,Jersey,2021-07-13,2024-08-31,FARM-016,Central Java,Fair,Premium Silage,430.3,4,20.25,No,Overdue,2024-03-20,5.36,3.73,213427,Yes,Low yield alert
6020671,RF126025482,Holstein,2015-03-07,2016-12-02,FARM-017,East Java,Excellent,Organic Blend,536.1,1,29.92,No,Partial,2024-11-09,3.56,3.65,669225,Yes,Excellent genetics
3202624,RF983402944,Holstein,2017-02-27,2020-04-04,FARM-005,Central Java,Excellent,Hay-Based,592.1,3,31.17,No,Overdue,2024-01-02,3.59,3.18,710731,Yes,None
3595845,RF262796854,Holstein,2017-08-30,2022-10-09,FARM-024,Bali,Good,Premium Silage,503.6,1,28.99,No,Up-to-date,2024-10-03,3.84,3.38,99133,Yes,Monitor closely
6938182,RF882729776,Guernsey,2019-12-03,2022-01-18,FARM-014,East Java,Fair,Standard Mix,423.6,2,23.59,Yes,Up-to-date,2023-08-28,3.83,3.22,418418,Yes,Low yield alert
9854536,RF825411070,Holstein,2015-10-20,2019-08-08,FARM-037,East Java,Excellent,Pasture-Fed,535.6,3,28.24,Yes,Overdue,2023-03-31,5.1,3.04,695810,Yes,Low yield alert
3694157,RF970637391,Guernsey,2020-05-22,2020-11-22,FARM-020,West Java,Excellent,Pasture-Fed,425.3,2,19.12,Yes,Up-to-date,2024-03-11,4.14,4.01,446480,Yes,High performer
5922381,RF584918787,Guernsey,2015-01-09,2015-07-14,FARM-030,Central Java,Good,Premium Silage,461.2,6,24.04,No,Up-to-date,2023-12-21,3.66,3.63,122318,Yes,Excellent genetics
5660240,RF998760856,Jersey,2021-01-10,2021-10-11,FARM-012,Central Java,Fair,Premium Silage,339.4,3,25.6,No,Up-to-date,2024-02-01,4.9,3.9,505190,Yes,Low yield alert
9526867,RF695781249,Holstein,2021-09-25,2024-10-15,FARM-027,West Java,Excellent,Hay-Based,552.2,5,33.65,No,Overdue,2023-04-09,5.74,2.84,410373,Yes,Low yield alert
1367637,RF314863006,Jersey,2019-11-23,2021-03-13,FARM-011,East Java,Good,Premium Silage,499.4,6,16.46,No,Up-to-date,2024-07-02,5.01,3.39,285699,Yes,Recovering
7102041,RF133389868,Holstein,2021-10-31,2022-09-22,FARM-014,North Sumatra,Fair,Hay-Based,623.3,2,29.62,No,Overdue,2024-05-28,5.36,3.06,796887,Yes,Recovering
1367643,RF628446919,Ayrshire,2019-09-02,2021-05-19,FARM-030,Central Java,Poor,Hay-Based,514.2,1,20.68,No,Partial,2023-05-31,4.24,3.07,623108,Yes,Recovering
8412769,RF903108186,Holstein,2014-06-20,2017-11-19,FARM-030,Bali,Under Treatment,Standard Mix,582.3,2,28.74,Yes,Up-to-date,2023-04-29,4.41,3.12,473336,Yes,None
5955170,RF160758090,Jersey,2016-04-13,2017-12-02,FARM-002,Bali,Excellent,Hay-Based,566.2,5,25.4,Yes,Overdue,2024-10-25,4.56,3.72,747827,Yes,Low yield alert
4546147,RF589211635,Brown Swiss,2017-01-26,2018-11-10,FARM-023,East Java,Good,Standard Mix,416.6,5,11.24,No,Up-to-date,2023-03-21,3.43,3.88,752661,Yes,Low yield alert
6839906,RF305256986,Ayrshire,2012-04-01,2017-09-04,FARM-029,East Java,Fair,Organic Blend,459.1,1,24.01,No,Up-to-date,2024-09-19,5.18,3.89,74073,Yes,Monitor closely
7462506,RF710947918,Normande,2021-09-27,2023-09-09,FARM-011,West Java,Good,Concentrate Rich,515.6,2,19.21,Yes,Partial,2024-07-12,4.05,3.04,641932,Yes,Low yield alert
3825261,RF443777991,Holstein,2015-02-04,2017-09-02,FARM-030,East Java,Good,Organic Blend,533.4,3,33.09,Yes,Overdue,2023-03-26,3.91,3.12,552590,Yes,Monitor closely
8150641,RF575003097,Jersey,2020-07-15,2023-12-02,FARM-025,Central Java,Fair,Premium Silage,342.2,5,11.15,Yes,Overdue,2023-09-14,4.73,3.17,78741,Yes,Excellent genetics
6119031,RF314354845,Holstein,2013-05-08,2015-12-02,FARM-025,East Java,Excellent,Hay-Based,440.5,5,27.18,Yes,Partial,2023-12-11,3.57,2.86,69857,Yes,None
9821818,RF983158056,Brown Swiss,2015-02-14,2017-04-22,FARM-023,North Sumatra,Good,Organic Blend,461.3,1,21.89,Yes,Overdue,2024-08-11,3.27,3.78,553110,Yes,Monitor closely
6217344,RF332762831,Guernsey,2014-12-11,2017-04-11,FARM-001,East Java,Excellent,Concentrate Rich,407.1,1,14.05,No,Up-to-date,2023-10-22,4.11,3.01,75449,Yes,High performer
4841091,RF173878488,Holstein,2013-08-15,2016-11-20,FARM-001,Central Java,Good,Premium Silage,539.5,2,28.78,Yes,Overdue,2023-04-06,5.4,4.0,170339,Yes,Recovering
1072773,RF181925931,Milking Shorthorn,2014-07-05,2018-07-06,FARM-025,East Java,Excellent,Standard Mix,323.2,4,20.52,No,Overdue,2024-04-21,4.87,3.09,176406,Yes,High performer
7069317,RF477166914,Jersey,2017-06-13,2022-08-03,FARM-025,Central Java,Good,Concentrate Rich,320.1,1,16.74,No,Up-to-date,2023-10-04,3.64,3.67,420114,Yes,None
7528076,RF298423340,Guernsey,2013-03-22,2014-02-12,FARM-027,Bali,Excellent,Premium Silage,346.5,2,16.45,Yes,Up-to-date,2024-11-15,5.76,3.99,154296,Yes,Recovering
2154126,RF341013206,Milking Shorthorn,2019-08-12,2020-02-09,FARM-007,East Java,Good,Organic Blend,439.4,1,19.68,Yes,Up-to-date,2024-12-02,4.47,4.03,614478,Yes,Monitor closely
5037710,RF876784930,Jersey,2021-03-24,2024-01-02,FARM-030,North Sumatra,Good,Premium Silage,409.0,6,13.23,No,Up-to-date,2023-08-26,3.65,3.51,193486,Yes,Low yield alert
9920146,RF778930919,Guernsey,2015-06-27,2019-05-21,FARM-040,East Java,Poor,Concentrate Rich,447.4,4,22.13,No,Overdue,2024-04-24,4.9,2.86,715161,Yes,Excellent genetics
2023059,RF811783349,Jersey,2014-01-07,2019-05-23,FARM-005,Yogyakarta,Good,Concentrate Rich,402.8,3,22.38,No,Up-to-date,2024-09-20,5.41,3.08,622248,Yes,Excellent genetics
5627541,RF325109391,Guernsey,2015-12-05,2020-12-01,FARM-027,North Sumatra,Good,Standard Mix,322.1,4,10.21,Yes,Up-to-date,2024-03-19,4.7,3.87,770651,Yes,High performer
9395862,RF484039603,Holstein,2018-02-27,2020-03-06,FARM-011,Bali,Good,Hay-Based,524.8,1,36.63,No,Overdue,2023-02-02,4.53,3.89,88762,Yes,Excellent genetics
5889688,RF559602313,Jersey,2020-06-01,2023-07-27,FARM-012,East Java,Fair,Standard Mix,496.3,4,12.13,No,Partial,2024-10-24,4.12,3.64,309459,No,Recovering
4480664,RF546156834,Jersey,2017-01-14,2020-02-24,FARM-007,Yogyakarta,Poor,Standard Mix,443.3,5,20.1,No,Up-to-date,2023-03-09,4.46,3.91,498821,Yes,Monitor closely
8183451,RF283345851,Holstein,2016-04-03,2021-09-18,FARM-034,Yogyakarta,Excellent,Premium Silage,552.9,1,29.57,Yes,Up-to-date,2024-05-14,4.97,4.0,219621,Yes,None
4415137,RF433973502,Milking Shorthorn,2012-11-21,2017-07-13,FARM-007,Central Java,Poor,Concentrate Rich,355.0,2,16.81,Yes,Up-to-date,2023-09-24,5.69,3.83,191695,Yes,Monitor closely
4415140,RF875893896,Normande,2015-02-24,2017-09-24,FARM-035,East Java,Excellent,Standard Mix,380.9,1,17.51,No,Up-to-date,2023-01-07,5.21,4.15,712365,Yes,Excellent genetics
3595941,RF322305685,Guernsey,2016-03-14,2020-07-10,FARM-028,East Java,Good,Pasture-Fed,431.8,3,18.55,No,Up-to-date,2023-07-12,4.09,2.87,203260,Yes,High performer
2743975,RF292915468,Holstein,2021-12-01,2024-10-16,FARM-026,South Sulawesi,Good,Concentrate Rich,582.0,5,26.26,Yes,Up-to-date,2023-03-08,4.51,4.01,651730,No,Low yield alert
4153002,RF399605904,Guernsey,2018-10-27,2019-06-18,FARM-026,Yogyakarta,Good,Standard Mix,389.5,1,16.73,No,Up-to-date,2023-07-15,3.6,3.5,387308,Yes,Recovering
4218542,RF262327508,Ayrshire,2014-11-12,2017-02-23,FARM-022,East Java,Excellent,Premium Silage,414.8,2,13.55,No,Up-to-date,2024-06-28,5.42,3.76,310313,Yes,Monitor closely
7954096,RF824829318,Holstein,2014-01-12,2018-05-02,FARM-011,Bali,Good,Standard Mix,620.9,1,27.9,Yes,Up-to-date,2024-04-11,5.2,4.1,496250,No,Excellent genetics
8412854,RF967489615,Brown Swiss,2016-07-10,2021-03-16,FARM-020,North Sumatra,Excellent,Hay-Based,430.1,1,25.78,No,Up-to-date,2023-10-09,3.59,3.82,708558,Yes,Recovering
6217400,RF332254306,Montbéliarde,2019-01-05,2023-05-02,FARM-001,West Java,Fair,Standard Mix,457.6,4,19.48,No,Overdue,2024-05-20,5.04,3.39,384906,Yes,Excellent genetics
1531577,RF881835421,Holstein,2018-07-05,2019-11-18,FARM-017,Yogyakarta,Fair,Standard Mix,467.0,2,24.49,No,Up-to-date,2024-05-28,4.27,3.4,354691,Yes,None
6512314,RF136199308,Guernsey,2016-11-02,2017-05-01,FARM-016,West Java,Good,Hay-Based,465.1,1,22.36,Yes,Up-to-date,2023-02-02,4.54,3.33,241625,Yes,High performer
4153025,RF773230857,Guernsey,2016-06-30,2018-10-02,FARM-007,West Java,Fair,Premium Silage,412.2,2,20.16,No,Overdue,2023-09-10,3.35,3.44,330091,Yes,None
6446792,RF212299808,Montbéliarde,2012-07-07,2017-12-20,FARM-007,Bali,Poor,Hay-Based,508.3,3,23.55,No,Up-to-date,2023-11-14,4.8,3.34,572299,Yes,Excellent genetics
4153037,RF693354566,Holstein,2017-07-16,2021-09-01,FARM-025,East Java,Good,Standard Mix,631.6,1,31.02,Yes,Up-to-date,2024-11-18,4.08,4.02,619970,Yes,Recovering
2678477,RF553521774,Holstein,2015-07-21,2020-08-04,FARM-037,West Java,Excellent,Premium Silage,445.3,3,28.67,No,Up-to-date,2024-11-02,4.45,4.11,555456,No,Monitor closely
6643410,RF661121378,Holstein,2015-02-10,2016-11-11,FARM-018,North Sumatra,Good,Premium Silage,573.1,5,33.9,No,Up-to-date,2024-06-16,3.32,3.79,240649,Yes,High performer
8249042,RF560566161,Holstein,2021-12-27,2023-03-02,FARM-038,Central Java,Fair,Standard Mix,531.6,1,31.74,No,Up-to-date,2024-02-23,3.25,3.07,216109,Yes,Recovering
6250195,RF848151695,Holstein,2019-06-01,2024-09-04,FARM-007,Central Java,Poor,Standard Mix,559.6,5,27.73,Yes,Up-to-date,2024-04-30,3.98,3.07,247267,Yes,Excellent genetics
6643418,RF763842040,Holstein,2019-06-01,2024-10-27,FARM-026,West Java,Excellent,Standard Mix,633.0,4,12.8,Yes,Up-to-date,2023-01-08,4.11,3.29,614796,Yes,None
6545118,RF776025969,Holstein,2020-10-16,2023-01-23,FARM-031,Central Java,Good,Pasture-Fed,620.5,1,15.71,No,Up-to-date,2024-09-22,4.61,2.8,509676,Yes,None
2023137,RF490816686,Holstein,2014-02-14,2018-03-07,FARM-016,Yogyakarta,Fair,Premium Silage,526.9,5,24.74,Yes,Up-to-date,2023-09-15,4.05,3.22,745651,Yes,Low yield alert
9264869,RF576696747,Jersey,2013-05-04,2015-05-13,FARM-019,Bali,Good,Concentrate Rich,368.5,2,17.94,No,Up-to-date,2024-05-21,3.69,3.9,552017,Yes,Excellent genetics
